"","activityName","subject","signal","measure","axis","value"
"2074","WALKING",4,"tGravityAcc","std","Z",-0.962968112
"2075","WALKING",5,"tGravityAcc","std","Z",-0.964580803928571
"2076","WALKING",6,"tGravityAcc","std","Z",-0.957205025789474
"2077","WALKING",7,"tGravityAcc","std","Z",-0.952159770526316
"2078","WALKING",8,"tGravityAcc","std","Z",-0.956640104791667
"2079","WALKING",9,"tGravityAcc","std","Z",-0.955523995576923
"2080","WALKING",10,"tGravityAcc","std","Z",-0.957862728301887
"2081","WALKING",11,"tGravityAcc","std","Z",-0.960852684067797
"2082","WALKING",12,"tGravityAcc","std","Z",-0.9502762272
"2083","WALKING",13,"tGravityAcc","std","Z",-0.948637587719298
"2084","WALKING",14,"tGravityAcc","std","Z",-0.947516969830508
"2085","WALKING",15,"tGravityAcc","std","Z",-0.95805876537037
"2086","WALKING",16,"tGravityAcc","std","Z",-0.961387254313726
"2087","WALKING",17,"tGravityAcc","std","Z",-0.956903248196721
"2088","WALKING",18,"tGravityAcc","std","Z",-0.97248384875
"2089","WALKING",19,"tGravityAcc","std","Z",-0.929187930961539
"2090","WALKING",20,"tGravityAcc","std","Z",-0.953850439607843
"2091","WALKING",21,"tGravityAcc","std","Z",-0.974939388076923
"2092","WALKING",22,"tGravityAcc","std","Z",-0.955147847391304
"2093","WALKING",23,"tGravityAcc","std","Z",-0.932981341864407
"2094","WALKING",24,"tGravityAcc","std","Z",-0.962822966551724
"2095","WALKING",25,"tGravityAcc","std","Z",-0.944995731216216
"2096","WALKING",26,"tGravityAcc","std","Z",-0.966231561694915
"2097","WALKING",27,"tGravityAcc","std","Z",-0.956593490526316
"2098","WALKING",28,"tGravityAcc","std","Z",-0.944225031851852
"2099","WALKING",29,"tGravityAcc","std","Z",-0.945981437169811
"2100","WALKING",30,"tGravityAcc","std","Z",-0.943958420615385
"2101","WALKING_DOWNSTAIRS",1,"tGravityAcc","std","Z",-0.895939695102041
"2102","WALKING_DOWNSTAIRS",2,"tGravityAcc","std","Z",-0.931438313191489
"2103","WALKING_DOWNSTAIRS",3,"tGravityAcc","std","Z",-0.899943947755102
"2104","WALKING_DOWNSTAIRS",4,"tGravityAcc","std","Z",-0.937753794444444
"2105","WALKING_DOWNSTAIRS",5,"tGravityAcc","std","Z",-0.927192732978723
"2106","WALKING_DOWNSTAIRS",6,"tGravityAcc","std","Z",-0.934378766458333
"2107","WALKING_DOWNSTAIRS",7,"tGravityAcc","std","Z",-0.92875646893617
"2108","WALKING_DOWNSTAIRS",8,"tGravityAcc","std","Z",-0.897190012631579
"2109","WALKING_DOWNSTAIRS",9,"tGravityAcc","std","Z",-0.876641297380952
"2110","WALKING_DOWNSTAIRS",10,"tGravityAcc","std","Z",-0.902085224736842
"2111","WALKING_DOWNSTAIRS",11,"tGravityAcc","std","Z",-0.925814906086956
"2112","WALKING_DOWNSTAIRS",12,"tGravityAcc","std","Z",-0.935399348043478
"2113","WALKING_DOWNSTAIRS",13,"tGravityAcc","std","Z",-0.893962984042553
"2114","WALKING_DOWNSTAIRS",14,"tGravityAcc","std","Z",-0.879565316666667
"2115","WALKING_DOWNSTAIRS",15,"tGravityAcc","std","Z",-0.93400831
"2116","WALKING_DOWNSTAIRS",16,"tGravityAcc","std","Z",-0.910588943191489
"2117","WALKING_DOWNSTAIRS",17,"tGravityAcc","std","Z",-0.901097766521739
"2118","WALKING_DOWNSTAIRS",18,"tGravityAcc","std","Z",-0.921661749636364
"2119","WALKING_DOWNSTAIRS",19,"tGravityAcc","std","Z",-0.899363131794872
"2120","WALKING_DOWNSTAIRS",20,"tGravityAcc","std","Z",-0.919693532888889
"2121","WALKING_DOWNSTAIRS",21,"tGravityAcc","std","Z",-0.916324556888889
"2122","WALKING_DOWNSTAIRS",22,"tGravityAcc","std","Z",-0.906594023333333
"2123","WALKING_DOWNSTAIRS",23,"tGravityAcc","std","Z",-0.905888257592593
"2124","WALKING_DOWNSTAIRS",24,"tGravityAcc","std","Z",-0.942207718727273
"2125","WALKING_DOWNSTAIRS",25,"tGravityAcc","std","Z",-0.92619169637931
"2126","WALKING_DOWNSTAIRS",26,"tGravityAcc","std","Z",-0.9330817682
"2127","WALKING_DOWNSTAIRS",27,"tGravityAcc","std","Z",-0.920921521590909
"2128","WALKING_DOWNSTAIRS",28,"tGravityAcc","std","Z",-0.91705975
"2129","WALKING_DOWNSTAIRS",29,"tGravityAcc","std","Z",-0.869300904791667
"2130","WALKING_DOWNSTAIRS",30,"tGravityAcc","std","Z",-0.87766706
"2131","WALKING_UPSTAIRS",1,"tGravityAcc","std","Z",-0.912379410377358
"2132","WALKING_UPSTAIRS",2,"tGravityAcc","std","Z",-0.878004056875
"2133","WALKING_UPSTAIRS",3,"tGravityAcc","std","Z",-0.909469675084746
"2134","WALKING_UPSTAIRS",4,"tGravityAcc","std","Z",-0.919619453269231
"2135","WALKING_UPSTAIRS",5,"tGravityAcc","std","Z",-0.92141958
"2136","WALKING_UPSTAIRS",6,"tGravityAcc","std","Z",-0.906196352156863
"2137","WALKING_UPSTAIRS",7,"tGravityAcc","std","Z",-0.881675909607843
"2138","WALKING_UPSTAIRS",8,"tGravityAcc","std","Z",-0.876168930487805
"2139","WALKING_UPSTAIRS",9,"tGravityAcc","std","Z",-0.89407107877551
"2140","WALKING_UPSTAIRS",10,"tGravityAcc","std","Z",-0.864745838297872
"2141","WALKING_UPSTAIRS",11,"tGravityAcc","std","Z",-0.906933171111111
"2142","WALKING_UPSTAIRS",12,"tGravityAcc","std","Z",-0.938071183269231
"2143","WALKING_UPSTAIRS",13,"tGravityAcc","std","Z",-0.910271096181818
"2144","WALKING_UPSTAIRS",14,"tGravityAcc","std","Z",-0.875450819074074
"2145","WALKING_UPSTAIRS",15,"tGravityAcc","std","Z",-0.92161847875
"2146","WALKING_UPSTAIRS",16,"tGravityAcc","std","Z",-0.907649558823529
"2147","WALKING_UPSTAIRS",17,"tGravityAcc","std","Z",-0.930159843541667
"2148","WALKING_UPSTAIRS",18,"tGravityAcc","std","Z",-0.907839723965517
"2149","WALKING_UPSTAIRS",19,"tGravityAcc","std","Z",-0.83693567475
"2150","WALKING_UPSTAIRS",20,"tGravityAcc","std","Z",-0.904064093529412
"2151","WALKING_UPSTAIRS",21,"tGravityAcc","std","Z",-0.932716253829787
"2152","WALKING_UPSTAIRS",22,"tGravityAcc","std","Z",-0.913153632142857
"2153","WALKING_UPSTAIRS",23,"tGravityAcc","std","Z",-0.902065910392157
"2154","WALKING_UPSTAIRS",24,"tGravityAcc","std","Z",-0.934952938983051
"2155","WALKING_UPSTAIRS",25,"tGravityAcc","std","Z",-0.882722399076923
"2156","WALKING_UPSTAIRS",26,"tGravityAcc","std","Z",-0.929636797636364
"2157","WALKING_UPSTAIRS",27,"tGravityAcc","std","Z",-0.926675381176471
"2158","WALKING_UPSTAIRS",28,"tGravityAcc","std","Z",-0.900514013333333
"2159","WALKING_UPSTAIRS",29,"tGravityAcc","std","Z",-0.858849467142857
"2160","WALKING_UPSTAIRS",30,"tGravityAcc","std","Z",-0.862402791230769
"2161","LAYING",1,"tBodyAccJerk","mean","X",0.0810865342
"2162","LAYING",2,"tBodyAccJerk","mean","X",0.0825972511666667
"2163","LAYING",3,"tBodyAccJerk","mean","X",0.0769811125806452
"2164","LAYING",4,"tBodyAccJerk","mean","X",0.0934494217777778
"2165","LAYING",5,"tBodyAccJerk","mean","X",0.0848164824230769
"2166","LAYING",6,"tBodyAccJerk","mean","X",0.0963481955263158
"2167","LAYING",7,"tBodyAccJerk","mean","X",0.0968904018076923
"2168","LAYING",8,"tBodyAccJerk","mean","X",0.0878326902592593
"2169","LAYING",9,"tBodyAccJerk","mean","X",0.08807344764
"2170","LAYING",10,"tBodyAccJerk","mean","X",0.073815064487931
"2171","LAYING",11,"tBodyAccJerk","mean","X",0.0766645337017544
"2172","LAYING",12,"tBodyAccJerk","mean","X",0.0854295393833333
"2173","LAYING",13,"tBodyAccJerk","mean","X",0.0767774832096774
"2174","LAYING",14,"tBodyAccJerk","mean","X",0.098140384845098
"2175","LAYING",15,"tBodyAccJerk","mean","X",0.0767515438611111
"2176","LAYING",16,"tBodyAccJerk","mean","X",0.0783960268571429
"2177","LAYING",17,"tBodyAccJerk","mean","X",0.077908974656338
"2178","LAYING",18,"tBodyAccJerk","mean","X",0.0749985010769231
"2179","LAYING",19,"tBodyAccJerk","mean","X",0.0772317998650602
"2180","LAYING",20,"tBodyAccJerk","mean","X",0.0892716006470588
"2181","LAYING",21,"tBodyAccJerk","mean","X",0.0820150201077778
"2182","LAYING",22,"tBodyAccJerk","mean","X",0.0752202242222222
"2183","LAYING",23,"tBodyAccJerk","mean","X",0.0831787608333333
"2184","LAYING",24,"tBodyAccJerk","mean","X",0.08072123275
"2185","LAYING",25,"tBodyAccJerk","mean","X",0.0879071687671233
"2186","LAYING",26,"tBodyAccJerk","mean","X",0.0866502529210526
"2187","LAYING",27,"tBodyAccJerk","mean","X",0.0766268551324324
"2188","LAYING",28,"tBodyAccJerk","mean","X",0.0780770644
"2189","LAYING",29,"tBodyAccJerk","mean","X",0.0718861195971014
"2190","LAYING",30,"tBodyAccJerk","mean","X",0.0752196666428571
"2191","SITTING",1,"tBodyAccJerk","mean","X",0.0774825199574468
"2192","SITTING",2,"tBodyAccJerk","mean","X",0.0722564387173913
"2193","SITTING",3,"tBodyAccJerk","mean","X",0.0726098418653846
"2194","SITTING",4,"tBodyAccJerk","mean","X",0.0784500239
"2195","SITTING",5,"tBodyAccJerk","mean","X",0.0749577410909091
"2196","SITTING",6,"tBodyAccJerk","mean","X",0.0754721635223636
"2197","SITTING",7,"tBodyAccJerk","mean","X",0.0668519793125
"2198","SITTING",8,"tBodyAccJerk","mean","X",0.0786713761086957
"2199","SITTING",9,"tBodyAccJerk","mean","X",0.077005006374
"2200","SITTING",10,"tBodyAccJerk","mean","X",0.0775372505185185
"2201","SITTING",11,"tBodyAccJerk","mean","X",0.0761777324716981
"2202","SITTING",12,"tBodyAccJerk","mean","X",0.0771277656078431
"2203","SITTING",13,"tBodyAccJerk","mean","X",0.0752865881142857
"2204","SITTING",14,"tBodyAccJerk","mean","X",0.0741878844074074
"2205","SITTING",15,"tBodyAccJerk","mean","X",0.0784792788644068
"2206","SITTING",16,"tBodyAccJerk","mean","X",0.0734346720289855
"2207","SITTING",17,"tBodyAccJerk","mean","X",0.075070986171875
"2208","SITTING",18,"tBodyAccJerk","mean","X",0.076622889
"2209","SITTING",19,"tBodyAccJerk","mean","X",0.0753747129191781
"2210","SITTING",20,"tBodyAccJerk","mean","X",0.0746568393030303
"2211","SITTING",21,"tBodyAccJerk","mean","X",0.0757109789882353
"2212","SITTING",22,"tBodyAccJerk","mean","X",0.0807687311935484
"2213","SITTING",23,"tBodyAccJerk","mean","X",0.0770022352205882
"2214","SITTING",24,"tBodyAccJerk","mean","X",0.0763318528529412
"2215","SITTING",25,"tBodyAccJerk","mean","X",0.0752087009912308
"2216","SITTING",26,"tBodyAccJerk","mean","X",0.0764443226333333
"2217","SITTING",27,"tBodyAccJerk","mean","X",0.0779038963571429
"2218","SITTING",28,"tBodyAccJerk","mean","X",0.0768671621527778
"2219","SITTING",29,"tBodyAccJerk","mean","X",0.0745438102516667
"2220","SITTING",30,"tBodyAccJerk","mean","X",0.0760057731790323
"2221","STANDING",1,"tBodyAccJerk","mean","X",0.0753766542264151
"2222","STANDING",2,"tBodyAccJerk","mean","X",0.0747588597592593
"2223","STANDING",3,"tBodyAccJerk","mean","X",0.0750900622277049
"2224","STANDING",4,"tBodyAccJerk","mean","X",0.0721328379857143
"2225","STANDING",5,"tBodyAccJerk","mean","X",0.0725189859107143
"2226","STANDING",6,"tBodyAccJerk","mean","X",0.0730699604561404
"2227","STANDING",7,"tBodyAccJerk","mean","X",0.0751915112830189
"2228","STANDING",8,"tBodyAccJerk","mean","X",0.0753739045185185
"2229","STANDING",9,"tBodyAccJerk","mean","X",0.0760032053555556
"2230","STANDING",10,"tBodyAccJerk","mean","X",0.0809784390227273
"2231","STANDING",11,"tBodyAccJerk","mean","X",0.0760097721914894
"2232","STANDING",12,"tBodyAccJerk","mean","X",0.0744631761967213
"2233","STANDING",13,"tBodyAccJerk","mean","X",0.0758630962280702
"2234","STANDING",14,"tBodyAccJerk","mean","X",0.0737933748485
"2235","STANDING",15,"tBodyAccJerk","mean","X",0.0752280703207547
"2236","STANDING",16,"tBodyAccJerk","mean","X",0.0736438905641026
"2237","STANDING",17,"tBodyAccJerk","mean","X",0.0740864955641026
"2238","STANDING",18,"tBodyAccJerk","mean","X",0.0753539482328767
"2239","STANDING",19,"tBodyAccJerk","mean","X",0.0754120366712329
"2240","STANDING",20,"tBodyAccJerk","mean","X",0.0763556159315068
"2241","STANDING",21,"tBodyAccJerk","mean","X",0.0754543858764045
"2242","STANDING",22,"tBodyAccJerk","mean","X",0.0752322891746032
"2243","STANDING",23,"tBodyAccJerk","mean","X",0.0750206478676471
"2244","STANDING",24,"tBodyAccJerk","mean","X",0.0746177416521739
"2245","STANDING",25,"tBodyAccJerk","mean","X",0.0752337295675676
"2246","STANDING",26,"tBodyAccJerk","mean","X",0.0753578207972973
"2247","STANDING",27,"tBodyAccJerk","mean","X",0.074969980825
"2248","STANDING",28,"tBodyAccJerk","mean","X",0.0753131601898734
"2249","STANDING",29,"tBodyAccJerk","mean","X",0.0753052530307692
"2250","STANDING",30,"tBodyAccJerk","mean","X",0.0752414472033898
"2251","WALKING",1,"tBodyAccJerk","mean","X",0.0740416333157895
"2252","WALKING",2,"tBodyAccJerk","mean","X",0.0618080696279661
"2253","WALKING",3,"tBodyAccJerk","mean","X",0.0814745882660345
"2254","WALKING",4,"tBodyAccJerk","mean","X",0.0783529082183333
"2255","WALKING",5,"tBodyAccJerk","mean","X",0.0845888833571429
"2256","WALKING",6,"tBodyAccJerk","mean","X",0.0699585876912281
"2257","WALKING",7,"tBodyAccJerk","mean","X",0.0901462649192983
"2258","WALKING",8,"tBodyAccJerk","mean","X",0.0703393490833333
"2259","WALKING",9,"tBodyAccJerk","mean","X",0.0704357270480769
"2260","WALKING",10,"tBodyAccJerk","mean","X",0.0857943809283019
"2261","WALKING",11,"tBodyAccJerk","mean","X",0.0829709328491525
"2262","WALKING",12,"tBodyAccJerk","mean","X",0.045764401482
"2263","WALKING",13,"tBodyAccJerk","mean","X",0.0809590227198246
"2264","WALKING",14,"tBodyAccJerk","mean","X",0.0720877913452542
"2265","WALKING",15,"tBodyAccJerk","mean","X",0.0897770721666667
"2266","WALKING",16,"tBodyAccJerk","mean","X",0.0770223771764706
"2267","WALKING",17,"tBodyAccJerk","mean","X",0.0773188580032787
"2268","WALKING",18,"tBodyAccJerk","mean","X",0.0767524278392857
"2269","WALKING",19,"tBodyAccJerk","mean","X",0.0822246284461538
"2270","WALKING",20,"tBodyAccJerk","mean","X",0.0841234323137255
"2271","WALKING",21,"tBodyAccJerk","mean","X",0.0782251820211538
"2272","WALKING",22,"tBodyAccJerk","mean","X",0.0627777634002174
"2273","WALKING",23,"tBodyAccJerk","mean","X",0.0987319085964407
"2274","WALKING",24,"tBodyAccJerk","mean","X",0.0731938975362069
"2275","WALKING",25,"tBodyAccJerk","mean","X",0.0721720712281081
"2276","WALKING",26,"tBodyAccJerk","mean","X",0.0652303740728813
"2277","WALKING",27,"tBodyAccJerk","mean","X",0.0684331971807018
"2278","WALKING",28,"tBodyAccJerk","mean","X",0.0931122231851852
"2279","WALKING",29,"tBodyAccJerk","mean","X",0.0853743348528302
"2280","WALKING",30,"tBodyAccJerk","mean","X",0.0688689970184615
"2281","WALKING_DOWNSTAIRS",1,"tBodyAccJerk","mean","X",0.0541553164897959
"2282","WALKING_DOWNSTAIRS",2,"tBodyAccJerk","mean","X",0.110040615569574
"2283","WALKING_DOWNSTAIRS",3,"tBodyAccJerk","mean","X",0.0725689294489796
"2284","WALKING_DOWNSTAIRS",4,"tBodyAccJerk","mean","X",0.0971862748866667
"2285","WALKING_DOWNSTAIRS",5,"tBodyAccJerk","mean","X",0.109650600459574
"2286","WALKING_DOWNSTAIRS",6,"tBodyAccJerk","mean","X",0.103681343708333
"2287","WALKING_DOWNSTAIRS",7,"tBodyAccJerk","mean","X",0.0968926184638298
"2288","WALKING_DOWNSTAIRS",8,"tBodyAccJerk","mean","X",0.118938088342105
"2289","WALKING_DOWNSTAIRS",9,"tBodyAccJerk","mean","X",0.130193043809524
"2290","WALKING_DOWNSTAIRS",10,"tBodyAccJerk","mean","X",0.100959387447368
"2291","WALKING_DOWNSTAIRS",11,"tBodyAccJerk","mean","X",0.0897168657173913
"2292","WALKING_DOWNSTAIRS",12,"tBodyAccJerk","mean","X",0.0621500251717391
"2293","WALKING_DOWNSTAIRS",13,"tBodyAccJerk","mean","X",0.101704538333298
"2294","WALKING_DOWNSTAIRS",14,"tBodyAccJerk","mean","X",0.0428631626711111
"2295","WALKING_DOWNSTAIRS",15,"tBodyAccJerk","mean","X",0.0711457160166667
"2296","WALKING_DOWNSTAIRS",16,"tBodyAccJerk","mean","X",0.0907857064255319
"2297","WALKING_DOWNSTAIRS",17,"tBodyAccJerk","mean","X",0.118250858006522
"2298","WALKING_DOWNSTAIRS",18,"tBodyAccJerk","mean","X",0.0809044045254545
"2299","WALKING_DOWNSTAIRS",19,"tBodyAccJerk","mean","X",0.0730930306923077
"2300","WALKING_DOWNSTAIRS",20,"tBodyAccJerk","mean","X",0.0695031058
"2301","WALKING_DOWNSTAIRS",21,"tBodyAccJerk","mean","X",0.0901452883333333
"2302","WALKING_DOWNSTAIRS",22,"tBodyAccJerk","mean","X",0.101584640833333
"2303","WALKING_DOWNSTAIRS",23,"tBodyAccJerk","mean","X",0.0578010605648148
"2304","WALKING_DOWNSTAIRS",24,"tBodyAccJerk","mean","X",0.0802619828545455
"2305","WALKING_DOWNSTAIRS",25,"tBodyAccJerk","mean","X",0.110656929396552
"2306","WALKING_DOWNSTAIRS",26,"tBodyAccJerk","mean","X",0.111470787918
"2307","WALKING_DOWNSTAIRS",27,"tBodyAccJerk","mean","X",0.0936273220295455
"2308","WALKING_DOWNSTAIRS",28,"tBodyAccJerk","mean","X",0.0972653457891304
"2309","WALKING_DOWNSTAIRS",29,"tBodyAccJerk","mean","X",0.0636871965479167
"2310","WALKING_DOWNSTAIRS",30,"tBodyAccJerk","mean","X",0.0883933037048387
"2311","WALKING_UPSTAIRS",1,"tBodyAccJerk","mean","X",0.101372729922642
"2312","WALKING_UPSTAIRS",2,"tBodyAccJerk","mean","X",0.0744507839572917
"2313","WALKING_UPSTAIRS",3,"tBodyAccJerk","mean","X",0.0426880986186441
"2314","WALKING_UPSTAIRS",4,"tBodyAccJerk","mean","X",0.0560971909634615
"2315","WALKING_UPSTAIRS",5,"tBodyAccJerk","mean","X",0.0795443483829787
"2316","WALKING_UPSTAIRS",6,"tBodyAccJerk","mean","X",0.07210675
"2317","WALKING_UPSTAIRS",7,"tBodyAccJerk","mean","X",0.0724649938509804
"2318","WALKING_UPSTAIRS",8,"tBodyAccJerk","mean","X",0.0813816809395122
"2319","WALKING_UPSTAIRS",9,"tBodyAccJerk","mean","X",0.0692266245755102
"2320","WALKING_UPSTAIRS",10,"tBodyAccJerk","mean","X",0.0648829303510638
"2321","WALKING_UPSTAIRS",11,"tBodyAccJerk","mean","X",0.0968561683092593
"2322","WALKING_UPSTAIRS",12,"tBodyAccJerk","mean","X",0.0728660813846154
"2323","WALKING_UPSTAIRS",13,"tBodyAccJerk","mean","X",0.0692442067545455
"2324","WALKING_UPSTAIRS",14,"tBodyAccJerk","mean","X",0.0803303022222222
"2325","WALKING_UPSTAIRS",15,"tBodyAccJerk","mean","X",0.07297243298125
"2326","WALKING_UPSTAIRS",16,"tBodyAccJerk","mean","X",0.0762526677
"2327","WALKING_UPSTAIRS",17,"tBodyAccJerk","mean","X",0.07680441704375
"2328","WALKING_UPSTAIRS",18,"tBodyAccJerk","mean","X",0.0812402028517241
"2329","WALKING_UPSTAIRS",19,"tBodyAccJerk","mean","X",0.08315450836225
"2330","WALKING_UPSTAIRS",20,"tBodyAccJerk","mean","X",0.0836451256901961
"2331","WALKING_UPSTAIRS",21,"tBodyAccJerk","mean","X",0.104034223065957
"2332","WALKING_UPSTAIRS",22,"tBodyAccJerk","mean","X",0.0877172239047619
"2333","WALKING_UPSTAIRS",23,"tBodyAccJerk","mean","X",0.0723649984647059
"2334","WALKING_UPSTAIRS",24,"tBodyAccJerk","mean","X",0.0862310100338983
"2335","WALKING_UPSTAIRS",25,"tBodyAccJerk","mean","X",0.0740041435707692
"2336","WALKING_UPSTAIRS",26,"tBodyAccJerk","mean","X",0.0755645318545455
"2337","WALKING_UPSTAIRS",27,"tBodyAccJerk","mean","X",0.0734763532039216
"2338","WALKING_UPSTAIRS",28,"tBodyAccJerk","mean","X",0.0706831871117647
"2339","WALKING_UPSTAIRS",29,"tBodyAccJerk","mean","X",0.106345193353878
"2340","WALKING_UPSTAIRS",30,"tBodyAccJerk","mean","X",0.0579840372876923
"2341","LAYING",1,"tBodyAccJerk","mean","Y",0.0038382040088
"2342","LAYING",2,"tBodyAccJerk","mean","Y",0.012254788451875
"2343","LAYING",3,"tBodyAccJerk","mean","Y",0.0138041011306452
"2344","LAYING",4,"tBodyAccJerk","mean","Y",0.00693313213968519
"2345","LAYING",5,"tBodyAccJerk","mean","Y",0.00747460829615385
"2346","LAYING",6,"tBodyAccJerk","mean","Y",-0.00114529240245614
"2347","LAYING",7,"tBodyAccJerk","mean","Y",0.0250624183634615
"2348","LAYING",8,"tBodyAccJerk","mean","Y",0.0233299159137037
"2349","LAYING",9,"tBodyAccJerk","mean","Y",0.011561732718
"2350","LAYING",10,"tBodyAccJerk","mean","Y",0.015698997097069
"2351","LAYING",11,"tBodyAccJerk","mean","Y",0.0122193853629825
"2352","LAYING",12,"tBodyAccJerk","mean","Y",0.00774408308
"2353","LAYING",13,"tBodyAccJerk","mean","Y",0.0183441894580645
"2354","LAYING",14,"tBodyAccJerk","mean","Y",-0.00831507059607843
"2355","LAYING",15,"tBodyAccJerk","mean","Y",0.0123984271386111
"2356","LAYING",16,"tBodyAccJerk","mean","Y",0.0132805054325714
"2357","LAYING",17,"tBodyAccJerk","mean","Y",0.00706867100408451
"2358","LAYING",18,"tBodyAccJerk","mean","Y",0.0117018961415385
"2359","LAYING",19,"tBodyAccJerk","mean","Y",0.011149573306747
"2360","LAYING",20,"tBodyAccJerk","mean","Y",0.00110822495382353
"2361","LAYING",21,"tBodyAccJerk","mean","Y",0.0119943671007778
"2362","LAYING",22,"tBodyAccJerk","mean","Y",0.00459834754236111
"2363","LAYING",23,"tBodyAccJerk","mean","Y",0.01535144005125
"2364","LAYING",24,"tBodyAccJerk","mean","Y",0.0119819524179167
"2365","LAYING",25,"tBodyAccJerk","mean","Y",0.0284619311524658
"2366","LAYING",26,"tBodyAccJerk","mean","Y",0.0124420033513158
"2367","LAYING",27,"tBodyAccJerk","mean","Y",0.0126491088851351
"2368","LAYING",28,"tBodyAccJerk","mean","Y",0.005939923320625
"2369","LAYING",29,"tBodyAccJerk","mean","Y",0.0116912059556522
"2370","LAYING",30,"tBodyAccJerk","mean","Y",0.0107680190087143
"2371","SITTING",1,"tBodyAccJerk","mean","Y",-0.000619102785106384
"2372","SITTING",2,"tBodyAccJerk","mean","Y",0.0116954511323913
"2373","SITTING",3,"tBodyAccJerk","mean","Y",0.00272529134230769
"2374","SITTING",4,"tBodyAccJerk","mean","Y",-0.0108582171094
"2375","SITTING",5,"tBodyAccJerk","mean","Y",-0.00278773346136363
"2376","SITTING",6,"tBodyAccJerk","mean","Y",2.55649800000023e-06
"2377","SITTING",7,"tBodyAccJerk","mean","Y",0.0116863419310417
"2378","SITTING",8,"tBodyAccJerk","mean","Y",-0.00657516306713044
"2379","SITTING",9,"tBodyAccJerk","mean","Y",0.009817397262
"2380","SITTING",10,"tBodyAccJerk","mean","Y",0.00897875458703704
"2381","SITTING",11,"tBodyAccJerk","mean","Y",-0.000213838552075472
"2382","SITTING",12,"tBodyAccJerk","mean","Y",0.0105990504054902
"2383","SITTING",13,"tBodyAccJerk","mean","Y",-0.00112344092891837
"2384","SITTING",14,"tBodyAccJerk","mean","Y",-0.00436185985848148
"2385","SITTING",15,"tBodyAccJerk","mean","Y",-0.00898437589491525
"2386","SITTING",16,"tBodyAccJerk","mean","Y",0.00985642890855072
"2387","SITTING",17,"tBodyAccJerk","mean","Y",0.0056097104915625
"2388","SITTING",18,"tBodyAccJerk","mean","Y",0.00694560289491228
"2389","SITTING",19,"tBodyAccJerk","mean","Y",0.0137921005843836
"2390","SITTING",20,"tBodyAccJerk","mean","Y",0.00597430268636364
"2391","SITTING",21,"tBodyAccJerk","mean","Y",0.0121020139594259
"2392","SITTING",22,"tBodyAccJerk","mean","Y",-0.000842715149193548
"2393","SITTING",23,"tBodyAccJerk","mean","Y",0.0101351394211029
"2394","SITTING",24,"tBodyAccJerk","mean","Y",0.00476702575745588
"2395","SITTING",25,"tBodyAccJerk","mean","Y",0.00485415893230769
"2396","SITTING",26,"tBodyAccJerk","mean","Y",0.00692238958961538
"2397","SITTING",27,"tBodyAccJerk","mean","Y",0.004670724222
"2398","SITTING",28,"tBodyAccJerk","mean","Y",0.0148338232684722
"2399","SITTING",29,"tBodyAccJerk","mean","Y",0.00598531404666667
"2400","SITTING",30,"tBodyAccJerk","mean","Y",0.00975692523887097
"2401","STANDING",1,"tBodyAccJerk","mean","Y",0.00797573092830189
"2402","STANDING",2,"tBodyAccJerk","mean","Y",0.0103291774794444
"2403","STANDING",3,"tBodyAccJerk","mean","Y",0.00771663644590164
"2404","STANDING",4,"tBodyAccJerk","mean","Y",-0.00653015693773214
"2405","STANDING",5,"tBodyAccJerk","mean","Y",-0.00221990214464286
"2406","STANDING",6,"tBodyAccJerk","mean","Y",0.00871883993421053
"2407","STANDING",7,"tBodyAccJerk","mean","Y",0.00694700354075472
"2408","STANDING",8,"tBodyAccJerk","mean","Y",0.00814951727462963
"2409","STANDING",9,"tBodyAccJerk","mean","Y",0.0130699796066667
"2410","STANDING",10,"tBodyAccJerk","mean","Y",0.0119007630575
"2411","STANDING",11,"tBodyAccJerk","mean","Y",0.0124130965551064
"2412","STANDING",12,"tBodyAccJerk","mean","Y",0.0100480041062295
"2413","STANDING",13,"tBodyAccJerk","mean","Y",0.00762035230350877
"2414","STANDING",14,"tBodyAccJerk","mean","Y",0.00579566182983333
"2415","STANDING",15,"tBodyAccJerk","mean","Y",0.00617255520183019
"2416","STANDING",16,"tBodyAccJerk","mean","Y",0.0120767950358846
"2417","STANDING",17,"tBodyAccJerk","mean","Y",0.00657853452564103
"2418","STANDING",18,"tBodyAccJerk","mean","Y",0.0104698718417123
"2419","STANDING",19,"tBodyAccJerk","mean","Y",0.00991338273931507
"2420","STANDING",20,"tBodyAccJerk","mean","Y",0.0116930221630137
"2421","STANDING",21,"tBodyAccJerk","mean","Y",0.0100621171270225
"2422","STANDING",22,"tBodyAccJerk","mean","Y",0.0107286964173016
"2423","STANDING",23,"tBodyAccJerk","mean","Y",0.0105861517936765
"2424","STANDING",24,"tBodyAccJerk","mean","Y",0.0109839689101449
"2425","STANDING",25,"tBodyAccJerk","mean","Y",0.0066321397672973
"2426","STANDING",26,"tBodyAccJerk","mean","Y",0.0081732226404054
"2427","STANDING",27,"tBodyAccJerk","mean","Y",0.0122433312349875
"2428","STANDING",28,"tBodyAccJerk","mean","Y",0.00907363218518987
"2429","STANDING",29,"tBodyAccJerk","mean","Y",0.0115104978664615
"2430","STANDING",30,"tBodyAccJerk","mean","Y",0.0120860416340678
"2431","WALKING",1,"tBodyAccJerk","mean","Y",0.0282721095884211
"2432","WALKING",2,"tBodyAccJerk","mean","Y",0.0182492679288136
